iExpt,valid,nll,n_plus,n_minus,n_dropped_zero_eff_plus,n_dropped_zero_eff_minus,fit_time_s,rho0_770.dx,rho0_770.dx_error,omega_782.x,omega_782.x_error,omega_782.y,omega_782.y_error,omega_782.dx,omega_782.dx_error,omega_782.dy,omega_782.dy_error,rho0_1450.x,rho0_1450.x_error,rho0_1450.y,rho0_1450.y_error,rho0_1450.dx,rho0_1450.dx_error,rho0_1450.dy,rho0_1450.dy_error,f2_1270.x,f2_1270.x_error,f2_1270.y,f2_1270.y_error,f2_1270.dx,f2_1270.dx_error,f2_1270.dy,f2_1270.dy_error,rho0_3_1690.x,rho0_3_1690.x_error,rho0_3_1690.y,rho0_3_1690.y_error,rho0_3_1690.dx,rho0_3_1690.dx_error,rho0_3_1690.dy,rho0_3_1690.dy_error,sigma0.x,sigma0.x_error,sigma0.y,sigma0.y_error,sigma0.dx,sigma0.dx_error,sigma0.dy,sigma0.dy_error,f0_980.x,f0_980.x_error,f0_980.y,f0_980.y_error,f0_980.dx,f0_980.dx_error,f0_980.dy,f0_980.dy_error,chi_c0.x,chi_c0.x_error,chi_c0.y,chi_c0.y_error,chi_c0.dx,chi_c0.dx_error,chi_c0.dy,chi_c0.dy_error,f0_1370.x,f0_1370.x_error,f0_1370.y,f0_1370.y_error,f0_1370.dx,f0_1370.dx_error,f0_1370.dy,f0_1370.dy_error
61,True,-492619.28624605876,43731,51321,6,6,,-0.0035811413543689963,0.00357071092320881,-0.03591280952234603,0.004151237270823822,0.09609299238258695,0.0035685202306463193,0.010812918618523232,0.004215168462901772,0.013379315847230863,0.0035313138792965717,-0.2712597663028356,0.006258279442513243,0.1182650921240954,0.005267227960100385,-0.10271003301651643,0.006305306791112849,-0.010489108010576937,0.005115746148940653,0.35137021074726105,0.004587321887349513,0.17147252269566055,0.004955248660879661,-0.05957169735332382,0.004430683665862149,-0.11773911369684581,0.004982853273755342,0.1020405376887957,0.003948513374680086,0.02005852657083199,0.005025222178952414,0.047281823257820994,0.003909874884873568,0.05407841861182739,0.005018726024217062,-0.40648709360663104,0.0051255763776310165,0.3562594065009106,0.004799121355827478,0.2888920085536748,0.0050321352935909,0.20554581827438187,0.004727981562393679,0.13610577939756005,0.0038332259634208483,-0.008826991553519497,0.003540628780421628,-0.04809554348837982,0.0037884608579412506,-0.07454007794041284,0.003567344495453642,0.027047267368319246,0.004161336474110617,0.012488728961488383,0.003852989561526782,-0.03563886793419233,0.004161860725756724,-0.04393084364850565,0.003855589231767634,0.0970614228866706,0.004434139587191786,-0.018396950186583386,0.00404451741468925,0.046735662504552536,0.004422490625804087,-0.06056918865258559,0.004071676263061047
62,True,-492902.6130190869,43496,51316,3,2,,-0.005870093452151913,0.0035599353288275426,-0.02477418561358436,0.004094152893321204,0.09405747288636936,0.003637521631937514,0.013976393848169807,0.00413793279600182,0.01819157033741885,0.0036015592091055795,-0.27704287954507784,0.006171582420812062,0.10808093861049602,0.005258059775265816,-0.08131392908825646,0.006227500973977702,-0.010506224479297523,0.0051218203942884925,0.3542946348180973,0.004632179084410642,0.17171074220563748,0.004919966220585087,-0.04830726093323448,0.00445115824870894,-0.1293948558441669,0.004954516191981904,0.09796797038858648,0.0039119967440286625,0.01918172465111254,0.00498153067758551,0.056648814719004674,0.003875583987083396,0.0568048864420827,0.004975161859914105,-0.40076199680579394,0.00506500595114646,0.35448109386949117,0.00474971824921013,0.28898376388447133,0.004964911013073142,0.20144397930938493,0.0046626188880683475,0.14093669717348223,0.0037248224579200678,-0.018372337722753915,0.0035483522450130305,-0.049013567039740316,0.0036742963715659114,-0.07810898845362728,0.003574042796831306,0.027533502958689927,0.00354265399289154,0.020260872235667794,0.003994126249553847,-0.03935746678102622,0.0035430145228350276,-0.04242971632132618,0.003996531088407411,0.09123931573710993,0.004348562766743656,-0.016821558549142145,0.0040763734984188135,0.051791361992598206,0.0043350639758995895,-0.059332970212565485,0.004103587162385367
63,True,-494367.1337468545,43689,51356,2,2,,-0.0032065113756926415,0.003533283778130902,-0.03379930963969243,0.0040585580508507475,0.09810741277048741,0.003594517043114489,0.010799874977589009,0.004117864559028591,0.015250127323595241,0.003552146013732612,-0.26232307937767635,0.0063226920190600985,0.11543646745609386,0.00526642615423405,-0.0933496443507724,0.006375426421073676,-0.0020851393199369235,0.005122759548428863,0.3489698413143438,0.0046037467536638906,0.17590269808168646,0.004970957731213744,-0.04679150645438918,0.004440890685787708,-0.12654445298679143,0.005004128726530038,0.10145831060241431,0.003846249206002614,0.0212363838538643,0.005072310927484197,0.049001807473066664,0.003808292124325067,0.0441984904162145,0.005067723749464908,-0.40302745923011696,0.005058066282498149,0.3469408271667865,0.004728314211850643,0.28372376000749694,0.00495122433103666,0.19934415748038573,0.004656324557495413,0.1399778542829531,0.003815440313544226,-0.01491360112214899,0.0035655525422292173,-0.04474312922717058,0.0037663116342318385,-0.07615303893939293,0.003591298778256358,0.028586477603977343,0.003573970931079168,0.013222710984023023,0.004460051019197749,-0.04208085104276539,0.0035738412284167494,-0.039626597439756564,0.004462280238865118,0.09073585148415703,0.00445443660734729,-0.02282789753395511,0.004004013101224194,0.0451042452677315,0.0044457790883554085,-0.05364390379859527,0.004027591084399138
64,True,-491316.16195969423,43784,50850,3,7,,0.004763196889600024,0.0035623382936356405,-0.030045350044173285,0.004069195329890728,0.08555280315055622,0.003610765904106655,0.006341662550346481,0.00412304435084009,0.018239849261757774,0.0035808186553794147,-0.26075048076728136,0.006278660730196351,0.11257603396343449,0.005266094459816648,-0.09452184614541258,0.006328931905142695,-0.008340222216685718,0.005122269747309083,0.351156975831613,0.004565494467165972,0.16830913525781963,0.0049889273455741585,-0.05123781612156256,0.004405904972922617,-0.12442183116930088,0.005025126225490692,0.09648159468101318,0.003968086347493259,0.024393254401177906,0.005100286329767938,0.04634173338483583,0.003932699177553273,0.05079420382605597,0.0050958360312051,-0.40197641060802364,0.005141591927784223,0.3563693361790994,0.00476207156288302,0.2846685870179314,0.0050418031567029346,0.19745830368107134,0.004682106917974859,0.13604225404486212,0.0037715761509572697,-0.009297312674288525,0.003518899278338259,-0.0458181359270488,0.003725454422159125,-0.07722533283990142,0.0035458869782354317,0.031142356001504407,0.003412653885534676,0.015298489398803789,0.004025767651308956,-0.041586839042323874,0.003413301486542255,-0.03784835283167321,0.004027923929003381,0.10781089691987245,0.004559186131082921,-0.021195995026912145,0.004069609287872097,0.045865195059404375,0.004548543911097504,-0.0573686960332581,0.0040956825282191375
65,True,-494333.1749135443,43779,51383,0,0,,0.0010475394605716276,0.0035331510896301583,-0.033037430700568825,0.0041114980887532035,0.09398477106377354,0.003565979446415409,0.005746584511090826,0.0041703678126677,0.004736338802232926,0.003530428736813457,-0.26332748098344083,0.006200500518484736,0.11439275787572148,0.005148880247237057,-0.09273671989981404,0.006246949138900866,-0.009563876338600653,0.005004546700851727,0.3496789581354907,0.004578655694540206,0.1762817028089727,0.00488804795745506,-0.05078028749157619,0.004418517974996238,-0.11831552161662422,0.004910562253912938,0.09901267646019107,0.0039187353003754,0.02242431946519201,0.004950067884168907,0.049845006238282155,0.0038824617090092678,0.05825233374379084,0.0049439892685792545,-0.39780702865840495,0.005044202727113401,0.3512550287858545,0.004743072198894703,0.2855852688361018,0.004938714467152678,0.2023742461712183,0.004670856964170901,0.1321870513226165,0.0038331667615622692,-0.008777910423273593,0.003501226011702845,-0.04396762039140744,0.0037913722866325154,-0.0723546110747475,0.003525194056173742,0.029695534867275327,0.004434055356423162,0.016929055553062563,0.003937700813466054,-0.03385088730703069,0.004433283048107376,-0.04733829306921831,0.003940973836731119,0.10189286927268895,0.004391972264778056,-0.019159291991644144,0.004075481719239596,0.05624828591738094,0.004377290173484483,-0.05489292395030553,0.0040995259922333264
66,True,-491814.15618851956,43546,51104,7,4,,0.0005216671521711259,0.003600935753003917,-0.016227712136099894,0.004121759805344323,0.09413569228502103,0.0036989791773032322,0.008014988830996245,0.004151239775101886,0.003429974673762589,0.0036624987448662556,-0.2652089036432503,0.006323162727225968,0.11822344907266322,0.005212194133063161,-0.09686166478934434,0.00636830553289094,-0.011328795410425158,0.005058418550192652,0.35945328820018885,0.0046091643529225295,0.1671955164800343,0.005036042460028653,-0.055748276949962275,0.0044340290794329185,-0.11494901761434136,0.005065278240695104,0.09088010858816645,0.003957690010944164,0.019698373980848186,0.005027845967376692,0.05367328495141854,0.003925436319235987,0.05475178215285266,0.005021670977625831,-0.4059474650100684,0.005180935053996536,0.3688077359462538,0.004820297178036481,0.2922068923159195,0.00509028759384577,0.2010034465261732,0.004721317678132562,0.14219929088966413,0.003816036966570489,-0.01739423415434578,0.0035593026945915933,-0.04524160030340093,0.003764119440422671,-0.07604601414168416,0.0035844329407691364,0.030003972278902415,0.00447887877385448,0.014313295320013656,0.0041025803833818425,-0.03869699605246273,0.004479323932535103,-0.047988377842763594,0.0041058785603357295,0.10659270724813566,0.004523415683702264,-0.021822568762857743,0.004130329189819474,0.05442920976548934,0.00451026807408687,-0.05766247689275344,0.004155611392053082
67,True,-496156.13653407595,44023,51308,7,2,,0.007287547074030706,0.003570651269222724,-0.029642200862374214,0.004154420212155795,0.09976389787161483,0.0036100318789363214,0.0018074128548688164,0.004208103571328442,0.013843315827753352,0.003573834343778138,-0.28022454421660137,0.006171508908894614,0.11196150214189278,0.0052309469014897485,-0.09472416522957011,0.006215719362227854,-0.013706443526373,0.0050880053517757965,0.3509593196569731,0.004605068690287785,0.17518195897731445,0.004896089756432098,-0.050951896241394436,0.004432237558254773,-0.11280812670360847,0.004920195448167313,0.09139409217866865,0.0040119707288578475,0.02327647017816576,0.004976748779202753,0.04552533440816316,0.003977430615495491,0.05782471378606421,0.00497022875442389,-0.4126105890681976,0.0050524896795802665,0.3576649937136399,0.004823086542909285,0.2886643707641446,0.004938763716035118,0.20159342397946697,0.004733760266677583,0.1449338428557588,0.003776318964252924,-0.011655146463669738,0.003541387232136922,-0.0478402053228637,0.00372404077089389,-0.07176197581455597,0.003565106256456277,0.028275887081318576,0.004213781017766596,0.012063437791903655,0.004264658754036868,-0.038698123676253394,0.004210912518065365,-0.03865075860012908,0.004268631062697399,0.10469477033404767,0.004376738822602016,-0.015408730714792396,0.004137963619390476,0.052819340880153415,0.004363269794225636,-0.056791579875478775,0.004163756144488694
68,True,-494227.51892024535,43831,51322,1,4,,-0.0014459664542284284,0.0035588813974949513,-0.03096705857895331,0.004161771619452978,0.10132599018900872,0.0036106882356460993,0.0057482507720146335,0.004217318449227691,0.019075619554588478,0.003573732057269725,-0.27070318062195625,0.006286362927175478,0.11899520026505493,0.005235409411049035,-0.09776590202246326,0.006333109193680759,-0.013010097160924378,0.005085522229874758,0.35655779941117743,0.004606950472550787,0.16739342745233568,0.005020211077748312,-0.05439153831715311,0.004436896617240955,-0.12174889111984515,0.00505019425714516,0.10100231590211013,0.003922473236477131,0.017166295980200117,0.005082247009467402,0.05056103149696746,0.0038854152690393825,0.05153212936691734,0.00507539086830797,-0.40543582126922006,0.00517229572674585,0.3581303585698486,0.004774488715399647,0.2852576917531193,0.005066068390934535,0.20399237458696287,0.004695124154132366,0.13783471417257562,0.0038729436641313187,-0.014344077952379197,0.003520446128834878,-0.03840027630998183,0.003822607780314969,-0.07631679428124669,0.003547508859680485,0.03174613459035439,0.004041128169242938,0.010702614497157599,0.004124744896889043,-0.036441883180053876,0.004041892705316967,-0.04332472600402114,0.004126949918488194,0.10404344880614787,0.004451818773115511,-0.018388839016235534,0.004063096553943136,0.05179702192530768,0.0044384318797137815,-0.05333147194797641,0.004086415622049139
69,True,-493267.6327374056,44057,50840,6,3,,0.008115739099594645,0.003549561105060744,-0.03417395055762001,0.0040776836360685055,0.09573640407156599,0.0035807746636178843,0.005770726639882548,0.004138427063754836,0.01247938012269052,0.003542169469040917,-0.2761916245079186,0.006257291661232115,0.10856211432029192,0.005309627434069106,-0.08945384746306798,0.006310360813783368,-0.009737277584795723,0.0051726793890898735,0.3390094369010438,0.004659803374343164,0.17338029540372957,0.00487130502312921,-0.04679637561048057,0.00450798734130709,-0.1220143891580469,0.004902527381942239,0.0964954168460688,0.004018119358145666,0.023612139509932125,0.005020776204393115,0.055606612907958305,0.003983236976021736,0.0626286529570871,0.005013641380045104,-0.4013455592453974,0.0050780363002408445,0.3509365049967184,0.00475944960226838,0.2897095393114488,0.0049808347572381515,0.20276793996615575,0.004678019699246017,0.14408016434906595,0.0037413159585929522,-0.014393944030649669,0.0035174815590409813,-0.04221507935884115,0.0036843657106913055,-0.08227375399787903,0.003546551520217761,0.034188765940174934,0.0036673497504914076,0.010926255665103756,0.0040544418175767,-0.042244040884212054,0.0036683192628968807,-0.03952989505427434,0.004056551934704285,0.10324538701041644,0.004431034286195065,-0.025813944877839883,0.004105381407710305,0.048075787252163,0.004418937374389879,-0.061199962060865004,0.004132929974822479
70,True,-496688.0858017118,43956,51593,4,4,,0.0002427517398115318,0.003549868226135479,-0.029661682103122585,0.004050628869762335,0.08694328167407675,0.003594997224067271,0.004256724206835053,0.0041040757194391745,0.01236291022826303,0.0035619730022767907,-0.26493904099389376,0.006306523491776937,0.11717509803554003,0.005175359113893125,-0.08785842073856917,0.006357994171346481,-0.0012149796155299065,0.005026940434646619,0.3574452382953314,0.004589097636867028,0.16869182550969236,0.0049706888449607125,-0.053039006405510715,0.004417940661868525,-0.11426490458844782,0.004996939200206596,0.09305144118269827,0.003963315754800209,0.027157725476745012,0.004916021564129514,0.045750541441849625,0.00393023395496075,0.057121629983970926,0.004910538557407149,-0.4036137881827563,0.005112686666534597,0.3579280609396024,0.004746201135951282,0.28846411699939045,0.005006972737002327,0.1947700403161709,0.00464519447117749,0.13580986184656063,0.003769219126182971,-0.014914563853226828,0.0035180658349506302,-0.05230773307091086,0.003726041255605575,-0.08140299353142479,0.0035464345553589066,0.028584550167494675,0.0042200288341775315,0.01068072751223425,0.004345050135552047,-0.041584358754037445,0.004220166934725343,-0.042249536999985175,0.004347698280998364,0.10211132524298437,0.004460466615341338,-0.01797664444721143,0.004066349842421474,0.051735026203654264,0.004448162576017995,-0.053418718633347496,0.0040894012539369135
71,True,-496798.43561775517,44093,51471,1,3,,0.006216383012201673,0.00355164449275833,-0.03206071555567595,0.004085704267117958,0.08877770104531484,0.003594952287182518,-0.004939585952356511,0.004143926675363842,0.013589276832670468,0.003563298212898795,-0.27640893351892515,0.006241771765205562,0.11826528521356854,0.005186689571711608,-0.07359376838323092,0.006289978270179106,0.0007650692331737536,0.005037685563337751,0.3450551874486812,0.004646196707267907,0.1757832477847807,0.004840916677209261,-0.04799948862780668,0.004490008402862239,-0.13077012298193882,0.0048722329652109275,0.09804072075050047,0.0038938132478969663,0.017529304700368637,0.005003348545844563,0.04602187860870294,0.0038563755366863898,0.05890427450629521,0.00499521865447604,-0.4024285126223387,0.0050704243488655714,0.3554158500514523,0.004755869169690516,0.2892584196293284,0.00497317163996252,0.20939322395631285,0.004677819023158996,0.14099240713413605,0.0036946543200991294,-0.010800215734083962,0.0035109920922486407,-0.050153184379113994,0.003646980904461716,-0.07619285730458611,0.003536588379904545,0.02231977909076448,0.003664035854966356,0.018837186912071754,0.003973349926768021,-0.03828496419045725,0.00366454630582009,-0.04425086135115123,0.003976255630737049,0.09868839052026904,0.00444608059108682,-0.022163603937801788,0.004102227903663509,0.05580141125630185,0.004434461410809512,-0.054243253538758196,0.004127573971504021
72,True,-495029.71322378307,43683,51516,9,1,,-0.0018244639185063924,0.0035216043150378567,-0.03283872787853709,0.00408348486182661,0.08516698831044368,0.003544696448822814,0.015113939274918053,0.004140968415659729,0.010318371896351854,0.0035127761875840564,-0.27148529903812385,0.006184066435976066,0.11291942448806326,0.005193570507428821,-0.0938212344712237,0.006227351036318715,-0.014086599523999639,0.005050957602077567,0.34888555925313425,0.004528643225037549,0.16181859898566653,0.004878755279548324,-0.058328427858122714,0.004370315008467993,-0.11873277401335296,0.004909290557038879,0.0917027428486631,0.003880118557392146,0.01566364053632123,0.005037203964406506,0.05588804054610287,0.003848124523634294,0.057717320974148244,0.005029385318907179,-0.3895165661058875,0.005067015412076862,0.35993106511869455,0.004712140505938992,0.28812746075216605,0.004995388331119455,0.18661106316560266,0.0046081461069922905,0.14505079210723,0.0038564536503921834,-0.015323867222852042,0.003536223896978299,-0.041135654844252655,0.0038019059187553283,-0.08061924739985822,0.003564862531453092,0.024936698741073435,0.003365350486099045,0.014348570164819087,0.004713338141838861,-0.04382059047216731,0.003366312952047143,-0.03517678612317196,0.004715168779979564,0.1039670223263071,0.004365206215997596,-0.022475570439500787,0.004031577648586815,0.044387666201633647,0.004353283749655056,-0.05596465208090698,0.004055540187088808
73,True,-494386.53700784454,43762,51342,4,6,,0.003844515903540498,0.003559116190254149,-0.03430599990161643,0.004117263046705134,0.0977081489958186,0.0035738442285329344,0.007668994260916214,0.00417848140536528,0.014881393204762698,0.0035332390368987433,-0.27532890500605844,0.006230289094586767,0.1090746197706951,0.0053737428909387056,-0.09609755364609046,0.0062803156120751335,-0.014722322431251902,0.0052360398321002815,0.35662704313361326,0.004600814650157844,0.16900448868653623,0.004977884272999718,-0.056918235500089794,0.004431005072846072,-0.11397960529953519,0.005007430784643434,0.09790251925327942,0.0038987098804481647,0.017592308546233535,0.0050716827489135285,0.04593375676539862,0.0038629918329423493,0.04754717336883719,0.005064879391593598,-0.40818755890787345,0.005022566016526502,0.34979796392621326,0.004792734942606218,0.28906184931061846,0.00489669038905702,0.2009912079515051,0.004710029839110233,0.1392390458759709,0.003778928034022117,-0.011877577243110369,0.00350865879585363,-0.042356387517456476,0.003725661459133559,-0.08414459470620618,0.0035407566681097693,0.034462597822139264,0.0038493569286067136,0.011665682418492923,0.004044742882954519,-0.03780960080588688,0.003848845771926787,-0.03959421583717629,0.004046480148721057,0.09626569015037324,0.004455262550656052,-0.020394671160407208,0.004104598886943072,0.05464454914121931,0.004443910627858713,-0.06312118854787412,0.004132877227295669
74,True,-489990.27498698374,43829,50673,5,4,,0.004443653430035512,0.003567099125108895,-0.027524031085700406,0.004070824688788495,0.0917075069076247,0.003645625426640928,0.005300690241702238,0.004120424888736424,0.012490462673481816,0.003609683989074428,-0.268136925756748,0.006242436901443636,0.1178428845954948,0.005199732076675688,-0.09799955987036488,0.006285894276611386,-0.013436434416678371,0.005049642596415737,0.35577794621774866,0.004572446131782104,0.1636245653207608,0.005008501153398847,-0.06067064654892992,0.004408397862802443,-0.11403116063235769,0.0050345362812538996,0.10203396746006815,0.003945257637264539,0.016123955950740246,0.005066361119080011,0.054974934518801206,0.003908284740744173,0.05426545004695896,0.005058620800837132,-0.39885772571153544,0.005154195984168107,0.3675360251792424,0.004782628140084049,0.28397337194750405,0.005048322924007126,0.1949873733551065,0.004691540354529502,0.14015840547962286,0.003831394733512758,-0.013299123787801662,0.003552812680194203,-0.04934486941727619,0.003783236214090977,-0.0747157847012173,0.003578921707319264,0.025729278764900335,0.003834152129107124,0.00389955450899259,0.004321330978472895,-0.043021999172651496,0.003834986650406953,-0.0376934648965302,0.00432325760396994,0.10472026978339027,0.004486828551064683,-0.020543759494370595,0.004059845669761389,0.044799517647335266,0.004476500732844721,-0.05828588005749656,0.004084957426350185
75,True,-495946.08654090925,43945,51322,6,4,,-0.0017686157271280618,0.003535401455123045,-0.029773902353311454,0.004095798994919833,0.0934565697395856,0.0036018432007364556,0.010616004649336456,0.004148758786330752,0.011829354766431203,0.00356725104499332,-0.27227561873930867,0.0061531595636184514,0.11226027171792867,0.005222945204599594,-0.09489714106603855,0.006200041061604846,-0.011334009695054215,0.005080942433149596,0.35101935962449,0.004552696805573319,0.16777060084139828,0.004907871733651646,-0.05582726601809297,0.004390524676827352,-0.11565143178807401,0.004935546667214026,0.09505696378624835,0.003917856815627121,0.021969830711697173,0.004992018032405127,0.04928505971100407,0.0038832349926058904,0.0530088840381529,0.004986513596718431,-0.39287130549341415,0.005079280748190579,0.36035444956559703,0.004718414779932588,0.28509866104273895,0.004999800034901939,0.19456262311156494,0.004622904092663354,0.13637622003042674,0.003733819544917412,-0.022922009263596402,0.0035292626268593613,-0.045882166153893816,0.003688011994668866,-0.07597290806940471,0.003554416939668195,0.026339063364681788,0.0033034102664518607,-0.0016406975632182609,0.004805055923807617,-0.043302282776086214,0.0033040779480593696,-0.024709531566996335,0.004805449658103714,0.10089049826125013,0.004371427863148439,-0.024850532137543468,0.004060008266923027,0.054744928650434725,0.00435972043503067,-0.05811641359272094,0.004084979638587902
76,True,-492564.01033670467,43656,51183,7,4,,-0.0011035312256598357,0.003559295903165298,-0.03170693346702867,0.004121662766504737,0.09693003652017447,0.0035951938168528094,0.008611955834066827,0.0041781316346678294,0.014692028002802336,0.003555928395352056,-0.26722244942760964,0.006219139030206985,0.10933503220653532,0.005231402106795612,-0.09501914196115471,0.006261153269409663,-0.011384415791305745,0.005095442922020635,0.35437217925977854,0.0045795531072258195,0.16913531076805915,0.004978658802139654,-0.05266240289393283,0.0044107257291564695,-0.11839850674267223,0.0050052541094681765,0.10103598595699465,0.0039444496346976166,0.017557060724514673,0.00501836333142541,0.055067280137489266,0.003907863841932967,0.050804514841881136,0.005012170501494382,-0.4041947925826296,0.005093067565977662,0.35150896752503297,0.004765124926278695,0.28774904723102407,0.00497942167476419,0.20399319392238946,0.004688457196796803,0.14213874735885343,0.0037847153846603367,-0.010956423439816577,0.003494844992355659,-0.04073946126167941,0.003732156704417235,-0.07740603047939511,0.0035211033627574064,0.021778648148315063,0.0032956992541524057,0.012045084781865004,0.004782553163706335,-0.04253146989050613,0.003295771795126182,-0.032238429983282135,0.004784478534701792,0.09940737135572776,0.004434421407941541,-0.022252587531349913,0.00405420489036852,0.04827321735979253,0.004422467506364573,-0.05657717140920877,0.004078481681137957
77,True,-495209.4761561854,44287,50923,5,2,,0.00556159950388157,0.00354471685590311,-0.025453258306808977,0.004094282403714999,0.09674570391658864,0.0036229189331226774,0.0002777400013135054,0.004140329170423852,0.012858143102080407,0.0035852528268757195,-0.2748741717595337,0.006177253061996861,0.11198036868233247,0.005203463998918156,-0.09125435625939861,0.006220790827943452,-0.008950501377983968,0.005064385612990747,0.3531136809926874,0.004570718624943236,0.1662185119293944,0.0049160782911338,-0.054335873080479866,0.004403834437096911,-0.1172372636596597,0.004942859465466682,0.09082335696108224,0.003945564950663158,0.020529987677342744,0.0049515873281230785,0.04878953571245333,0.003913369911498105,0.0592451523743694,0.004945382845340118,-0.40123365470357736,0.005028854521312068,0.358776840076379,0.004765211946654159,0.2750244377335618,0.004907809807949302,0.20172254737429002,0.004669841021688607,0.1430560433402946,0.0037708742824994683,-0.0087309779878411,0.003538889910113874,-0.04757941469082849,0.0037209141073850116,-0.07346613352951017,0.0035616394953067684,0.027615098302948424,0.003757404729589372,0.012127339798475559,0.004265192863704582,-0.04018231392509528,0.003757312270233385,-0.038182491120662056,0.004267367425552289,0.09783958403119414,0.004418082484227322,-0.027370547516765008,0.004014038949429961,0.048249897824782215,0.004407331382580655,-0.05370037464783711,0.004036488963341781
78,True,-498368.9758220335,43730,52020,3,6,,-0.0011911740803085867,0.0035301082520879166,-0.03943468277985692,0.004132343988237583,0.09450657257832895,0.0034986828048734877,0.01208086605040125,0.004202059466528041,0.01456820426851779,0.0034629591956750294,-0.26267599367257605,0.006188414283862316,0.1143779906460417,0.005163711299213891,-0.09244833834321765,0.0062318618196714705,-0.010063033578330605,0.005019543997697699,0.35279786411348674,0.004532132743871472,0.1724320443448528,0.004937007869865846,-0.05981914016677547,0.004366430267867693,-0.11430005629082342,0.004961492232572426,0.10158225810413588,0.003883969819723548,0.021713491247698214,0.005011909443867373,0.04275779639753085,0.0038463447421722323,0.053077430275668205,0.00500572258016219,-0.4056224158026603,0.005012953517965471,0.3501295372759126,0.004729183716449871,0.2856346177909942,0.004901278258827505,0.19570643474211422,0.004649396067756194,0.13922665356852434,0.00382230309465933,-0.013394590237278509,0.0035559514807802874,-0.0384368902273126,0.0037701696406737743,-0.07454456638101073,0.0035807996448966924,0.02386889422395661,0.004507333744067776,0.020720778687426226,0.0042387307467292,-0.03248806680198187,0.0045074313175548445,-0.04623593204497913,0.004241299934693682,0.09623487765370574,0.004434744122353193,-0.02279076338896185,0.003990651704288964,0.05163639833333722,0.004424539006151401,-0.05686008533785137,0.004014684962951793
79,True,-498426.45352304925,43941,51738,4,0,,-0.0015650338311881365,0.00355269605047436,-0.019052139185736446,0.004051346226949507,0.08923507504969,0.003652257750004401,0.003704571004103771,0.00408584700719218,0.013980872139301126,0.0036176430026009774,-0.27156512568418056,0.006210165507967589,0.11497486978403774,0.005188009556311417,-0.08313930165091794,0.006260251548273731,-0.0016821469548199469,0.005043761778165339,0.3521528169130129,0.004620549036101221,0.17399839639420606,0.0049110383771667175,-0.055405210097738716,0.004453234002737752,-0.12300154138274892,0.004936803271928743,0.10547564099708676,0.003827576140325765,0.01506695055536221,0.005176953444301212,0.04839102691834683,0.003787754591591874,0.04846031514043497,0.005170283660198289,-0.4033069672124618,0.005108039827689351,0.35728726967542135,0.0047622325300467165,0.2870405001589312,0.004994089245890685,0.20385282916709943,0.004675711730350336,0.142674172662312,0.003839721809423059,-0.0154111356004321,0.003552163019913615,-0.04124988955891711,0.0037836737283981326,-0.07797883043160422,0.003578240980999334,0.026917888317624077,0.0032904983869839802,0.01837300613006068,0.004337298937487608,-0.04182613241608662,0.0032905512468764794,-0.03453201585509643,0.004339608480492247,0.09946726489292247,0.0044610970629636775,-0.02276359739736976,0.0040237166201711454,0.053447443947864624,0.004448603410475777,-0.05758806766683795,0.004049380949966135
80,True,-496462.17707666126,44000,51415,4,2,,-0.0005925295056606212,0.003551668332534798,-0.0320419644568621,0.004102682185833183,0.09448654662103524,0.0035932541453697437,0.008238466107557393,0.00415976190204783,0.013034212714640059,0.003555243436241583,-0.26649124143797775,0.006228097615790824,0.11488998837070603,0.005165435321421202,-0.09209640320349459,0.006275330688595008,-0.008209295311892304,0.00502038937531825,0.3512363637671641,0.004606422472670335,0.17441566234591283,0.004921867752836822,-0.05384073056382797,0.004440775395075255,-0.12188922942597531,0.004949529793733482,0.10111879191624755,0.0038581843526829416,0.019782588647643665,0.005083674529531368,0.05174053839348137,0.0038211444711208136,0.0442753233394517,0.0050797016604621935,-0.4053930042132656,0.005076398864676406,0.357653199890128,0.004742352464686557,0.2810087881829976,0.004956483511697932,0.20323396730559398,0.004663695505074288,0.14389618108596414,0.0038273849540954668,-0.01484392710975996,0.003495335577906931,-0.04536511455756669,0.003775491316943848,-0.07746165283981196,0.0035222537756544195,0.029983312021478723,0.004084706674326647,0.016350442686528383,0.00359023135560585,-0.03123964726575979,0.0040850958714737625,-0.04783385178114496,0.003593687343939827,0.10301851234112444,0.0044840169540492835,-0.018426491705634117,0.004063546582851426,0.05761475808264255,0.004470932271682821,-0.05488582059564317,0.004088523898661923
