iExpt,valid,nll,n_plus,n_minus,n_dropped_zero_eff_plus,n_dropped_zero_eff_minus,rho0_770.dx,rho0_770.dx_error,rho0_770.mass,rho0_770.mass_error,rho0_770.width,rho0_770.width_error,omega_782.x,omega_782.x_error,omega_782.y,omega_782.y_error,omega_782.dx,omega_782.dx_error,omega_782.dy,omega_782.dy_error,rho0_1450.x,rho0_1450.x_error,rho0_1450.y,rho0_1450.y_error,rho0_1450.dx,rho0_1450.dx_error,rho0_1450.dy,rho0_1450.dy_error,f2_1270.x,f2_1270.x_error,f2_1270.y,f2_1270.y_error,f2_1270.dx,f2_1270.dx_error,f2_1270.dy,f2_1270.dy_error,f2_1270.mass,f2_1270.mass_error,f2_1270.width,f2_1270.width_error,rho0_3_1690.x,rho0_3_1690.x_error,rho0_3_1690.y,rho0_3_1690.y_error,rho0_3_1690.dx,rho0_3_1690.dx_error,rho0_3_1690.dy,rho0_3_1690.dy_error,sigma0.x,sigma0.x_error,sigma0.y,sigma0.y_error,sigma0.dx,sigma0.dx_error,sigma0.dy,sigma0.dy_error,f0_980.x,f0_980.x_error,f0_980.y,f0_980.y_error,f0_980.dx,f0_980.dx_error,f0_980.dy,f0_980.dy_error,f0_980.mass,f0_980.mass_error,f0_980.width,f0_980.width_error,chi_c0.x,chi_c0.x_error,chi_c0.y,chi_c0.y_error,chi_c0.dx,chi_c0.dx_error,chi_c0.dy,chi_c0.dy_error,f0_1370.x,f0_1370.x_error,f0_1370.y,f0_1370.y_error,f0_1370.dx,f0_1370.dx_error,f0_1370.dy,f0_1370.dy_error,f0_1370.mass,f0_1370.mass_error,f0_1370.width,f0_1370.width_error
89,True,-494115.7729759888,44006,50968,2,6,0.005324579594409304,0.003537410400777181,0.7710934538394414,0.0006047741725686007,0.1493282178209745,0.0013785986860504057,-0.0326618913285793,0.004432426349500769,0.09343383472124217,0.0040129212405782795,0.005851978225386239,0.004145803461832765,0.014509137853779936,0.0035143011877451207,-0.2702638270755887,0.006509109478712717,0.11196753025312993,0.005440906537359004,-0.07558922073843806,0.006299736077582709,-0.00467585219318632,0.005048723960981516,0.34566131977802766,0.005247861199069088,0.1717438287762552,0.005804897981654114,-0.04839955441134449,0.004716705255088138,-0.12471771733709563,0.004964277861671824,1.251808300373848,0.0014520344323112333,0.17144477283583281,0.0032743438397325603,0.09763062013859782,0.0038693297722387256,0.015550884299426252,0.005006974662210447,0.0539519407319044,0.003800280424353229,0.04787396183633794,0.00497501438170481,-0.3880865994804046,0.0055142505416400185,0.3592205126438946,0.004988957769076348,0.2922276907911977,0.005249725018864434,0.2010582899293586,0.004788554812631341,0.1354489075648231,0.003992252705166512,-0.01828565338555469,0.004835401411746521,-0.046531691429779684,0.004277751612334323,-0.07360010011554827,0.0036735120388408115,0.9740926238838276,0.0010903062949100817,0.04812792601168238,0.002062583049681429,0.022451370345697007,0.00330460746186673,0.02011574331591648,0.004324228752203287,-0.041663508267041294,0.003306932783349005,-0.03797089053661437,0.004330384513383728,0.09528143037861167,0.0046167084199550314,-0.022630070242710073,0.0061475244447335865,0.050419015766164206,0.005141677016650834,-0.049731218443610024,0.004894140138529823,1.5059094381218934,0.005673072256173528,0.15890159325261882,0.009483261949147698
90,True,-493494.2819424742,43927,50938,4,3,0.005946615606862939,0.003573399814205097,0.7706046670246685,0.0005972836162282391,0.14737548336560669,0.001377684124785311,-0.04092070317617366,0.0045379606534808135,0.104210281436037,0.004021364731387223,0.004732054365016133,0.004270723430069634,0.00828549434252042,0.0034920042691040853,-0.2608294583060595,0.006665368229412729,0.11647038498015042,0.005531389995836408,-0.08784313297709946,0.006460728549061986,-0.009064471206725742,0.005123923922542777,0.3549141222687396,0.005262928999639198,0.16939233087757793,0.005961268116620237,-0.053531455718524606,0.004694358255656789,-0.1225174468246225,0.005121271881207931,1.2503851919211428,0.0014082516785808297,0.16883614595860746,0.0032325859813405605,0.09632724497527245,0.00386408647580084,0.006469422229055143,0.0051960707831652355,0.05626939652226185,0.0038009276736101698,0.049612555006265935,0.005155784967025877,-0.39586114381315746,0.005469371263081533,0.35892781361299847,0.0050602179253085005,0.2850658159415409,0.005213911654664505,0.20010458496818942,0.004870921773950911,0.14549556703828623,0.003967871129431435,-0.015663403691434527,0.004807537453011928,-0.04864245587409064,0.004316836772788466,-0.07358527872622246,0.0036854985754447996,0.9752847714802264,0.000988138694916485,0.04725015162949209,0.0020988047323681966,0.02546954409699296,0.004306540160874091,0.015714003789350835,0.004397872170318345,-0.036155734834319324,0.004309559491827753,-0.041076098645807524,0.004396803689717823,0.09637537779653706,0.004893555930514997,-0.033083608536448886,0.005679230654241779,0.0490466530419154,0.0054148044201974286,-0.06386099110932557,0.0046774817375074265,1.4971706226312087,0.005101419138987651,0.17202168391071954,0.010171034269884582
91,True,-495057.80446700356,43719,51553,4,2,-0.0019248347716273907,0.003563296666985965,0.7706535887561891,0.0006025316417458959,0.14895541569624748,0.0013913817973297271,-0.033377755664401314,0.0044451275943443724,0.09771048781925833,0.004053666072445256,0.005032425116073458,0.004165757946572564,0.015048927993547451,0.003550631837235988,-0.275022219434946,0.006575460899908531,0.11125525245424717,0.005535684165863962,-0.09022972416907976,0.006309749578632054,-0.008014098782086239,0.005094152958309895,0.3493271893199165,0.005334261531707543,0.17739088274118583,0.00580327412355808,-0.06005697944123706,0.004657472348622515,-0.11436178983783758,0.0049501938240364765,1.250209220117109,0.0014465899874366306,0.17293480270535064,0.0033181361355686667,0.09068492471715633,0.003994569690334832,0.022483664665314512,0.005046946462740226,0.04483712678465771,0.003915099390222774,0.05857186267770559,0.005002627735506515,-0.4064785314874144,0.005407199419350774,0.35601219077616375,0.005059088145771216,0.27567698616298186,0.005068930152688726,0.19731870704055632,0.0048387671097244855,0.14310553629676195,0.003879625173239277,-0.010507410999349475,0.004736758839337726,-0.05174819381677218,0.004090195633695743,-0.07181504066035468,0.003669300541293042,0.9771321306862629,0.0009490809863367256,0.045513552934074886,0.0019626698319564657,0.026844682504260083,0.0038570403286016398,0.020840585110157125,0.0040138275314440435,-0.03715241589200841,0.0038566859675973615,-0.04655065276068555,0.004018873354611688,0.1047864611950485,0.0047117859067298245,-0.024220072708455585,0.006272150111863452,0.04231760084528038,0.005009526494215513,-0.05411355429976876,0.004461075431754968,1.5019428298837427,0.005116865451490371,0.15980487710401312,0.008993467579255773
92,True,-494246.8898063868,43868,51178,3,4,-0.002955830434960257,0.0035720077043474613,0.7701951487973916,0.0006054280987503047,0.1490595176114948,0.0013861766892624833,-0.02499412462044343,0.0044302356681334195,0.09154854717061067,0.0040642077026777634,0.016097777565072375,0.004132433546927105,0.018348292427051993,0.003584655149878417,-0.27760564132393417,0.006578203109016897,0.1081799886520091,0.005650729530701081,-0.08515271172789016,0.0063630729469977216,-0.0030858273975836368,0.005234117862110224,0.35188596933351657,0.005341502863679866,0.17669203777187634,0.005848834252601145,-0.056286239480595975,0.004760593944992504,-0.12128126597036164,0.005019940583684,1.250656410646984,0.0014749579061794638,0.17547984184766258,0.0033156199482609616,0.09639277842093315,0.004037502071186176,0.02483728537176324,0.00510415764037093,0.045407337260568545,0.00394786507859433,0.058228240481523065,0.005073535403886684,-0.40481581041120496,0.005447694099068075,0.35015302189373765,0.005071876892435902,0.28235067019399807,0.005216664121297666,0.20489494096992425,0.004874503658850986,0.13472004599996873,0.003925056874691393,-0.01712952443453972,0.004824214638578442,-0.04878722460531597,0.004169352321172796,-0.07269427985245046,0.003710514303846196,0.9764516925000838,0.001040501404133587,0.04759742984183268,0.002126160075073588,0.03394303933340903,0.0037885176000980758,0.008718363236366853,0.004193762079949717,-0.03145581131755852,0.0037886182960560496,-0.03741397415634289,0.004192549366093264,0.09618524588031858,0.004729493290775421,-0.021973525439683693,0.005820744878252996,0.05366667134469196,0.005183096720874742,-0.05694432779194959,0.004900172048997296,1.4964924377451962,0.005058375935283244,0.1614132307081117,0.009588286649806863
93,True,-492851.79910205957,43556,51313,6,6,-0.0055632997261308775,0.0035503167798541335,0.7689135617530937,0.0006058316150012177,0.14908996272728817,0.0013844938376240679,-0.02954920639347576,0.004427789100812707,0.0881884124272768,0.004017645500099197,0.004069279699945803,0.004147155169566067,0.015931708695019326,0.0035295509630490465,-0.27605415403835704,0.006453562182384424,0.10754319078949846,0.005609614262272413,-0.08253103123369927,0.006243827404795135,-0.0026968297141674673,0.005189969946386652,0.3498162347086914,0.00521446259279696,0.17078561744046233,0.005844272306417695,-0.05225754614785637,0.004705319902280895,-0.12684707875463544,0.005031767340174525,1.2501666569200771,0.001397515618135281,0.16747839985909813,0.003193367640549241,0.09536341333249355,0.003985948502102986,0.0212607187646913,0.005087809888291943,0.04971318724869181,0.003909739997080074,0.05292144391553201,0.005044846430749451,-0.3983489216637423,0.005455758106780831,0.35144969680607224,0.005046468784157019,0.2782913188719958,0.005221241149018527,0.20668965687173016,0.0048551559166580965,0.1396733490018575,0.003997310318178182,-0.02024245105493632,0.004760112492897682,-0.03570735146239773,0.004223727092913223,-0.07853291973330787,0.003661412235781242,0.9756965602307716,0.0009099849164272422,0.04234997955712664,0.0018373301553306284,0.02541975912240293,0.0035715762030886365,0.017327728356856285,0.004043681120178614,-0.03629287055482495,0.0035712916984828756,-0.04165355857703454,0.004046384853374551,0.09580398495019525,0.004573469390138855,-0.02407436660202409,0.006225248181267327,0.05466772115598301,0.004943612179218793,-0.04927092605399856,0.0050487221793210305,1.5024296136233344,0.006174881634230522,0.17823178469077866,0.010538787648407502
94,True,-494100.36433618364,43660,51466,2,3,-0.0011159365361398989,0.0035839458562621595,0.7697998462238894,0.0006110236441801975,0.15056171801266205,0.001419428077358148,-0.02852028399783448,0.004435129820119653,0.09673653707463914,0.0040714739682640505,0.005789271413866928,0.004155188471971735,0.01680738730599706,0.003582106040671603,-0.2698293184123164,0.0067513723261768115,0.12108517285617419,0.00557576059120318,-0.08259239969058373,0.0065049838858274546,-0.010331120430644748,0.00511845154513813,0.3478303394081714,0.005367602073032004,0.17279877640369515,0.005898375935924466,-0.05073958535532917,0.004782192831829013,-0.12498458389442926,0.005056425054572938,1.2509784354288427,0.001414517058693221,0.167348489206218,0.003245019545647765,0.09875404262841368,0.003962965114161467,0.014412627539085602,0.005141943718928323,0.04854124352074799,0.003874814746974355,0.050579172777310714,0.005105785837913541,-0.4067371702685278,0.005542524139566227,0.35245379866535187,0.005073421298021418,0.2890962283456881,0.00527004225207484,0.2095084719049267,0.004879904462641465,0.13776423572797308,0.003970066681730235,-0.014651232117473273,0.004934413826037437,-0.041141913551267645,0.004386520263158151,-0.07424443611728784,0.0037139335814565036,0.9756999642626972,0.0010805838712049098,0.04770564483857344,0.0020642542414277855,0.029273709738179828,0.0037218859043848273,0.014509363428822628,0.004281387392862404,-0.04277791045579115,0.003723279032932868,-0.04202949344821203,0.00428532493563714,0.11023632587022421,0.004654618220301603,-0.011298005900446327,0.005937458607218631,0.05811938820707875,0.005234302143953585,-0.05808241273175292,0.005021845517707105,1.5107290931873272,0.00461348979013998,0.16229431018099374,0.009178489447513857
95,True,-491940.1998432282,43690,50947,3,3,0.004251692744868107,0.003594322575575747,0.7690992409010953,0.0006050679647661705,0.1481226597867654,0.0013881925961392871,-0.023261402856106995,0.004428071001411632,0.09299182438836293,0.004117955548975286,0.004137099802058401,0.004144054226395214,0.013094971120465603,0.003629430332810858,-0.27691025846675715,0.006481702890231584,0.1052136515150508,0.005694576132377987,-0.09673520758811652,0.006265344669560945,-0.012650717941434868,0.005262015959288397,0.3513303191952731,0.0053613766979525275,0.17170036577577097,0.005895953576590228,-0.05718638268255658,0.004778092887979078,-0.12096194496873706,0.005078602094366472,1.2507331987567525,0.0014774580368386303,0.173518168068822,0.0033501762878899166,0.09753245685596058,0.004029697646490446,0.014229865411582995,0.005112540108210511,0.040187326628701434,0.003946613704516402,0.05544542058308702,0.005061711286702008,-0.40040681161293296,0.005517654587257675,0.3628851126388487,0.005114844812858532,0.2874890469519912,0.005286031248306185,0.2006373000682199,0.0049219831411270705,0.14559143432847196,0.003982324554485698,-0.01353622149736146,0.004914165296542734,-0.049928424876709725,0.004355982088300668,-0.08102904302815449,0.003732885465099599,0.9768085367451125,0.0010407695920320315,0.04945559220439866,0.0020414879025251534,0.025513111928573678,0.003628767296537593,0.015839289853897875,0.0043729209575327265,-0.03929746712093365,0.0036308577235375067,-0.039523151126973896,0.004376521888545541,0.09877502211041313,0.004793136541615016,-0.03094658356594876,0.00595599460134256,0.04773667339686028,0.0052531622221852385,-0.05894399776160612,0.004857699238869592,1.4998685941857721,0.005229583218207545,0.16748571885499286,0.010111098280745315
96,True,-495474.4833573892,44040,51125,5,3,0.005904507357101599,0.0035755231270597023,0.7710261857897882,0.0006108424617495278,0.14888155606325001,0.0013731801918022285,-0.02961314587859739,0.004424132752435863,0.09784482608899693,0.004098897553616768,-0.0007844003062550619,0.004150489212275652,0.017354195313045485,0.0035861711275698943,-0.27011530913335247,0.006552106376878311,0.10854112767539521,0.005584313374452891,-0.10192795063486833,0.006293167724396446,-0.013534000587511742,0.005152233114740742,0.3526516133572842,0.00528759938378829,0.16821213556129397,0.005936268812862353,-0.05560406755020909,0.004647212200652684,-0.10689415691456304,0.0050714959766887694,1.2522679593363133,0.0014433134231529587,0.16991231738963425,0.0033170655950150035,0.1013903480916346,0.004086542793972421,0.018000584533276447,0.005142898128333557,0.055535112540330826,0.0040001012097703,0.055292714714972546,0.005115901747470477,-0.40838280807211386,0.005618936276503716,0.3696388617487102,0.005137188646795724,0.28344017734940363,0.005323900535041746,0.19557616085441032,0.004874970663360722,0.14794112310861357,0.004129566143838215,-0.01716075380602474,0.004947860318361574,-0.0455943604034312,0.00439999791177601,-0.07762380044381595,0.0037355761635390274,0.9757149431173316,0.0010713323289870402,0.05064752779731573,0.0021182158559441312,0.02551012887973683,0.003821318303278629,0.014347992408128864,0.0037188664939811,-0.03411116123208749,0.003824625244086853,-0.045734474825612374,0.0037249958699878388,0.10565956033212545,0.004590195608266919,-0.02239520118907765,0.006250639546817583,0.05373806335018803,0.0049059351162341076,-0.046442796027532825,0.004968727707065323,1.5074977114054917,0.005762109049693542,0.19097061477335867,0.011971859776297944
97,True,-494613.6388433045,43747,51249,1,6,-0.0018541909870234859,0.0035593402091184585,0.7688060096155274,0.0006009448072524792,0.14806035002310228,0.0013749750450880172,-0.026337590888071326,0.0044093919091177745,0.08858415298205762,0.004080786328502825,0.003653261422225159,0.004129315791975511,0.01794270761794241,0.003588108450784671,-0.27184798850644437,0.0066867199705409296,0.114706726146291,0.005689765473514716,-0.08672515678005142,0.006443658179954897,-0.006633157180176244,0.005266288696079416,0.3447335240449746,0.005349436915319014,0.17210915715079264,0.005919789349420046,-0.05821345300447312,0.004742441694888075,-0.12332943756187331,0.005079840599763472,1.2544771521819638,0.001393441034384435,0.1625860776485177,0.0031013695143076447,0.0887792954480387,0.003945840618805861,0.01184529548447605,0.005221244830217761,0.04943820637435895,0.0038809968763163076,0.06198723436137162,0.005181798106982989,-0.40038535973317824,0.00546329019269981,0.36242345107228024,0.0050943084185337655,0.28047768109526766,0.005229442490268227,0.19839394487998774,0.004856197393474647,0.14460928421041155,0.003962725149460141,-0.010060681330794173,0.004772642455190594,-0.04352769603691698,0.0042112571843772265,-0.07620189444590221,0.003617550636783245,0.9783948268849679,0.0009259285465420541,0.044346262993203794,0.0019142637468170416,0.03345754510077349,0.004503003744507382,0.007294428363571913,0.003834846748069329,-0.03002814163170074,0.004507232269250952,-0.04581300642683446,0.003836337942650318,0.0947022477270836,0.0050212104878253165,-0.03451907247364193,0.0058936330521275225,0.042024141667727735,0.005383540481130777,-0.06278108794607228,0.00466236701437068,1.492009872357219,0.005445648394587721,0.17471018353575127,0.010976222175050648
98,True,-501215.28189628234,44033,51995,6,3,-0.0012104588126452568,0.0035434871243965756,0.7703421028232199,0.0005979811865283735,0.14742216754606327,0.0013529790772097011,-0.03148407519311002,0.004451659816729066,0.09332508881340704,0.004045488159390796,0.01055563799352654,0.00416827089246871,0.009229080515239314,0.003548404870877698,-0.2720686982576198,0.0063485129428799475,0.10585920976909775,0.0055375643186337895,-0.0840630353219129,0.006129163851274858,-0.010046832452019214,0.005128721049484568,0.3433290882859089,0.005229901608854739,0.1748772180261213,0.005791049124588231,-0.049396180471519745,0.004690239840761007,-0.12414800228875746,0.0049603703528722795,1.2535046479138052,0.001391662802975202,0.1642369693994723,0.003128846902768101,0.08816249145360684,0.003921641805537915,0.014067245524340166,0.0049492388401817,0.05094745402840823,0.0038493819855565064,0.04715678109935318,0.004922487282535918,-0.4007459851830888,0.005411171566313856,0.35752350207384115,0.005013887500783673,0.28931711918582115,0.005206726900350797,0.2012293631615591,0.004840910221717747,0.13768833552465953,0.003865189385145972,-0.014655072940337079,0.0047489783078871264,-0.05178912188483076,0.004275897526474904,-0.08090215591211627,0.0037256291038552194,0.9751270354150181,0.0010187108764139197,0.04796802535639686,0.002033568330212031,0.028638340958225494,0.0038718375699820797,0.01927359944904622,0.0038838449574195764,-0.03692501318807779,0.0038728653331466796,-0.04557347599401073,0.0038860144256027194,0.09869477371781733,0.004491197903812519,-0.020419830686520417,0.005903394973231523,0.06463500109181135,0.0048964220588995746,-0.052469412350636596,0.005036289662300814,1.5075670846619906,0.005020306582008249,0.16213385012643675,0.009065433661481478
99,True,-496060.8129493019,43812,51503,5,3,-0.0009517550831423803,0.003540581665926808,0.770972464666519,0.0005983632604005806,0.148573508603206,0.0013752695376769153,-0.036505691814100426,0.004457988936301265,0.09816632154495504,0.004012450106754782,0.004922061012027777,0.004182706667882178,0.017154725422933215,0.0035050437938284355,-0.2762303515820599,0.006492097326159106,0.11050324218992755,0.00559473123350005,-0.07862058274092783,0.006268242768819129,-0.0067944200401085925,0.005172793452490636,0.35237619799239756,0.005306415886851301,0.1706361742701254,0.005859987746345989,-0.051599098252754605,0.004672372298109922,-0.11082668475930248,0.0050240406465442665,1.2495976412261252,0.001421464562236463,0.17068422892066573,0.003328487286140755,0.09671437883637227,0.003955158980255969,0.01814825909392046,0.005194680921255098,0.0533733909717345,0.0038753885037388987,0.054214538229409893,0.005170394774535205,-0.3932602515809465,0.0055455483202407506,0.3533761968684868,0.005035900280216195,0.28741699243734875,0.005331232676626571,0.1947611951194827,0.004829678637144226,0.14214917454547735,0.00401033566324709,-0.021063351186487278,0.004941181250685816,-0.04984125332419803,0.004282747794183671,-0.0797722202145288,0.003813809888284099,0.9761501781255939,0.0010986160796809807,0.050376231175984984,0.002061342689025008,0.028406218974800074,0.0036709448769819144,0.012657554824890687,0.003937977014046479,-0.039555556785284614,0.003675011874066277,-0.04353716480827353,0.003943161169568351,0.09807090624477142,0.004705303632092456,-0.028109383907245183,0.00604989134653179,0.05319026246389603,0.0050054462146928765,-0.04896896524214862,0.004950321259017641,1.502776405124429,0.0058343242636922366,0.18005867297228112,0.010857484531484038
100,True,-494372.8374812666,43928,51089,6,5,-0.0018449419326975844,0.0035754032329801994,0.7711700800061306,0.0006028075346261041,0.1480045634234115,0.0013809132576739352,-0.03450733812905971,0.004509204608453408,0.10186073700981388,0.004033430908214228,0.01332949995379478,0.004226318561912028,0.016362743949478755,0.003525584649445911,-0.2672645349645811,0.006548312388894269,0.10889180965533532,0.005548549451250751,-0.09404760053693352,0.006267856662405029,-0.006651571320282144,0.00510042457823095,0.3551658398172403,0.005292973100939735,0.1692973622561069,0.005914705396225895,-0.04991525601174005,0.004611203368608934,-0.11423599424668268,0.005062352857968515,1.2495134837317883,0.0013969376992467586,0.16794934468191813,0.003259555289929647,0.0950037569458783,0.003977184710638986,0.0166422199882912,0.005118435032404737,0.0504039496485989,0.0038839937713083896,0.05452339625773487,0.005084242413594946,-0.40181102027765314,0.005550863113181907,0.35555556921330506,0.005062455283443751,0.2878638016586753,0.00529006323990251,0.2037636366215328,0.004852780664366338,0.1375483842167784,0.004020113438819684,-0.013903410422570213,0.004860878900867635,-0.038158244325922186,0.004383787093687153,-0.08062591819656953,0.0036722558936868846,0.9783114518740667,0.0010837616677664141,0.0489876400200541,0.0021133189812525335,0.024931281375998832,0.0036147501942033976,0.01724515645173898,0.004310498364429371,-0.040636623892030044,0.0036157452557294464,-0.04122115684714799,0.00431648613128942,0.11118408379131321,0.0045676318255885836,-0.011906476866755297,0.006487358418355513,0.05288421590847406,0.0049763340547772485,-0.046940575054388964,0.005034484329130865,1.513619110809765,0.005381856226494119,0.1688072052977571,0.00959323244635052
101,True,-493220.8708371939,43767,51179,5,4,0.0034682785492109874,0.0035970977062045853,0.770662047809377,0.0006036767052311487,0.14735623181513574,0.001367664978970895,-0.03234203022161925,0.0045199529192073646,0.09727252663132728,0.004063584987622416,0.006292054761138743,0.0042337562241556515,0.009547720226545651,0.003559025901471988,-0.2664698672924088,0.006704373312309143,0.11804029932920564,0.005603048737605,-0.09239622790477982,0.006482903814573044,-0.004399443601448938,0.005192233776748709,0.3489108170007212,0.005353737762400122,0.17285352049802225,0.005901754291986259,-0.056491592003127755,0.004824708134521605,-0.12764014539962454,0.005089613599108315,1.252838924783207,0.0014573732120439775,0.17381884579402782,0.0033842942871450815,0.09223904409603388,0.004045787907380478,0.01916279260329559,0.004986434581026314,0.04143026211671839,0.003981975144180903,0.06879550792490212,0.004952504220708307,-0.4065990445459261,0.005506841107850083,0.3584389947998538,0.0051206411012052234,0.284338147367527,0.00524214919707968,0.20493086451422418,0.004924219178019066,0.14574740107191628,0.004067826564483207,-0.011964193347355885,0.0048952082502883385,-0.04486197178816363,0.004266340089311662,-0.07745608583807805,0.003707009608179603,0.9766613969647228,0.0010316341314604571,0.04868910009325516,0.0021031038302476504,0.02898588684836154,0.0036218253637237963,0.017618372781832314,0.004138074165927709,-0.037980639007660646,0.003621569685914309,-0.038709533672327594,0.004141380747304003,0.09517303902560427,0.00469098707138887,-0.025770210704023553,0.005826953058403354,0.046014098197516826,0.005319774599043768,-0.060302936133721126,0.004741702502481831,1.5008685123609955,0.005125793290577607,0.16378376657114543,0.010112558603968452
102,True,-495136.347002871,43925,51278,4,4,0.000725291925551246,0.0035601177699495544,0.7703149208318075,0.0006133342429497923,0.14980349176056543,0.0013862897870534907,-0.025312235302431766,0.00442573773483824,0.09211240573335161,0.004060699391918656,0.006095907675045872,0.004139500699616096,0.018233822509404272,0.0035779702610653583,-0.26319528949061793,0.006536530842704425,0.11384061409553482,0.005497140357428879,-0.09057387748174948,0.006281173409410476,-0.004336016751458125,0.005064756519893364,0.36101485990497434,0.005250509879069879,0.17353732827106486,0.005938387604695826,-0.05296660548676167,0.0046379262639313495,-0.11261705904772237,0.005093213943358386,1.2499625802317147,0.0014204941767249624,0.1731978051466659,0.0033099009121479034,0.10063249417186805,0.003965793407830708,0.01758623026262741,0.005152806785957575,0.04782282311426373,0.0038812460721278073,0.04733663985031103,0.005112900719625788,-0.4007196733804355,0.005620198772062643,0.36207174784798474,0.005068266097640493,0.2806379690768329,0.005323090199707975,0.1954590303751379,0.004827810968991272,0.1404802971335335,0.003991321398080495,-0.016568050682840778,0.004975133048259834,-0.0411849413683881,0.0042416534630064775,-0.06892194780463012,0.0036779197296335285,0.9758162048727376,0.0011130578499110588,0.049830607194279716,0.0021816998734299105,0.0261933840908244,0.0033478506684105056,0.01630047420373301,0.004234095394068293,-0.04401835039581788,0.0033482769525500144,-0.0375145691982988,0.004239343039624877,0.10824008010638454,0.004636160899818508,-0.017843568493773748,0.006189900192928327,0.05965478809048498,0.005073005440350445,-0.04936244061608102,0.005051551812082492,1.5051457645540995,0.005375133340925764,0.17663591509129173,0.01017827953944496
103,True,-494739.81231506856,44014,51054,6,2,0.0069567129875488755,0.0035869052145909085,0.7701110582629883,0.0006131970943300535,0.14947812976006344,0.0013838755777072637,-0.021933985613971967,0.004459884574194978,0.09651431352056271,0.004094983368269013,0.00970301634530749,0.00416641780164481,0.01623274887886705,0.0036191493723818943,-0.27006109194230005,0.006637101790177256,0.11196701904776414,0.005554846449378042,-0.09592862440248975,0.006400609150893418,-0.014368047460657184,0.005141180983250204,0.3550552216598881,0.00539083513650964,0.1793431746196164,0.0059395401045922325,-0.05914882465989697,0.004756185609293718,-0.11428805541497969,0.005096095112615293,1.250899824353579,0.0014287246073613202,0.17039023309888798,0.0032114238819082735,0.09331171064443322,0.004099648233858513,0.023583545419720162,0.004944065588663414,0.04038344877859792,0.004025547475772897,0.06282161312600247,0.004899886099595569,-0.40903977897778276,0.0055610122546361496,0.36122506872005317,0.0051385569099451885,0.282257310935796,0.005210642612258569,0.19971356969074008,0.004916756826911924,0.14221514076027186,0.004142807153770367,-0.018770209048604918,0.005039398436014772,-0.04704214004247724,0.00436538154764242,-0.07111446835460966,0.003725930764660215,0.9767678693595583,0.0011484867099568197,0.051528306626028204,0.002229866364154818,0.03629158832691028,0.004614809947628316,0.012285625496976397,0.003972484822463005,-0.03242498400236176,0.00462157288852251,-0.04581827235032788,0.003973492914811499,0.10883725832981328,0.004654922024265741,-0.019591759784039892,0.006306827932086432,0.04980246618951011,0.005232276107601669,-0.05865399288519345,0.004818377030131413,1.5024141786849687,0.005522458475465286,0.17799816023105355,0.009929464508537697
104,True,-494910.6725564407,44129,51073,6,3,0.011110523176734364,0.0035691211481841613,0.770598311103827,0.000607605766548891,0.14863770853185262,0.0013733945190088498,-0.03207232621657032,0.00446838613923428,0.1006753037287558,0.004077137165489454,0.004467105590176024,0.004197486307883775,0.003108912756821717,0.0035648027975534314,-0.2675061750213633,0.0065828825024685355,0.1188495763225061,0.005504211555903074,-0.09136159966126843,0.006362876076487138,-0.012053079003599016,0.005062449829939339,0.3592663946619883,0.005228778047689387,0.17127355857394283,0.005958134338700313,-0.05897612322405127,0.004628372049647623,-0.11379257237397974,0.005118446440650586,1.2504543830752666,0.0014122351004035583,0.17017280436349327,0.0032306245587831045,0.10153857412565535,0.0039146289542590935,0.009626731375492038,0.0051011036513533585,0.049107100385261546,0.0038373959704281024,0.04727344067891588,0.005064777189432162,-0.4030678865113596,0.005473182116023905,0.35568730085239536,0.0050296652697171245,0.28121798944372933,0.005197039632502303,0.2024114419382112,0.004839762035093307,0.14308023351932211,0.003934106486598573,-0.01354181975302057,0.004804281942370307,-0.04577970124132056,0.00422488687997002,-0.07745642934048161,0.0036782733153403182,0.9758654730065656,0.0009642171577409209,0.04602563487197653,0.0019696601214319806,0.02525972452919283,0.003112492574505492,0.0131361737135156,0.00443657660560223,-0.04576507095394868,0.0031138176680174418,-0.03179627639063639,0.0044416131391603695,0.10930216844990155,0.004492742744527573,-0.009422548264801786,0.005959600025775072,0.06329820350706905,0.004926873587973515,-0.04345754496072929,0.005052146674060055,1.5131549190785267,0.00451846827890412,0.152318200254487,0.008516295211832281
